CLASS,CLASS_CODE,COMM_CODE,NAME,SECTOR,SRG,COMM_STRUCTURE,CNSS_YR,FOIP_IND,RES_CNT,DWELL_CNT,PRSCH_CHLD,ELECT_CNT,EMPLYD_CNT,OWNSHP_CNT,DOG_CNT,CAT_CNT,PUB_SCH,SEP_SCH,PUBSEP_SCH,OTHER_SCH,UNKNWN_SCH,SING_FAMLY,DUPLEX,MULTI_PLEX,APARTMENT,TOWN_HOUSE,MANUF_HOME,CONV_STRUC,COMUNL_HSE,RES_COMM,OTHER_RES,NURSING_HM,OTHER_INST,HOTEL_CNT,OTHER_MISC,APT_NO_RES,APT_OCCPD,APT_OWNED,APT_PERSON,APT_VACANT,APT_UC,APT_NA,CNV_NO_RES,CNV_OCCPD,CNV_OWNED,CNV_PERSON,CNV_VACANT,CNV_UC,CNV_NA,DUP_NO_RES,DUP_OCCPD,DUP_OWNED,DUP_PERSON,DUP_VACANT,DUP_UC,DUP_NA,MFH_NO_RES,MFH_OCCPD,MFH_OWNED,MFH_PERSON,MFH_VACANT,MFH_UC,MFH_NA,MUL_NO_RES,MUL_OCCPD,MUL_OWNED,MUL_PERSON,MUL_VACANT,MUL_UC,MUL_NA,OTH_NO_RES,OTH_OCCPD,OTH_OWNED,OTH_PERSON,OTH_VACANT,OTH_UC,OTH_NA,TWN_NO_RES,TWN_OCCPD,TWN_OWNED,TWN_PERSON,TWN_VACANT,TWN_UC,TWN_NA,SF_NO_RES,SF_OCCPD,SF_OWNED,SF_PERSON,SF_VACANT,SF_UC,SF_NA,OTH_STRTY,DWELSZ_1,DWELSZ_2,DWELSZ_3,DWELSZ_4_5,DWELSZ_6,MALE_CNT,FEMALE_CNT,MALE_0_4,MALE_5_14,MALE_15_19,MALE_20_24,MALE_25_34,MALE_35_44,MALE_45_54,MALE_55_64,MALE_65_74,MALE_75,FEM_0_4,FEM_5_14,FEM_15_19,FEM_20_24,FEM_25_34,FEM_35_44,FEM_45_54,FEM_55_64,FEM_65_74,FEM_75,MF_0_4,MF_5_14,MF_15_19,MF_20_24,MF_25_34,MF_35_44,MF_45_54,MF_55_64,MF_65_74,MF_75,OTHER_CNT,OTHER_0_4,OTHER_5_14,OTHER_15_19,OTHER_20_24,OTHER_25_34,OTHER_35_44,OTHER_45_54,OTHER_55_64,OTHER_65_74,OTHER_75
Industrial,2,STD,STARFIELD,EAST,N/A,EMPLOYMENT,2019,,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,09P,09P,EAST,N/A,UNDEVELOPED,2019,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,FLN,FOREST LAWN,EAST,BUILT-OUT,1950s,2019,,7814,3425,564,0,0,923,0,0,1773,418,135,43,1054,1375,342,16,228,767,0,674,0,18,3,0,1,1,0,0,209,14,368,10,9,0,1,517,13,993,130,1,16,0,327,117,953,11,0,2,0,0,0,0,0,0,0,0,10,0,22,3,3,0,1,19,0,90,2,1,0,0,715,73,1939,36,16,0,5,1288,706,3447,59,5,0,23,833,1025,606,467,149,4244,3559,233,500,224,219,605,759,688,635,252,129,220,467,189,218,556,625,459,431,215,179,453,967,413,437,1161,1384,1147,1066,467,308,0,0,0,0,0,0,0,0,0,0,0
Residential,1,APP,APPLEWOOD PARK,EAST,BUILT-OUT,2000s,2019,,6981,2415,546,0,0,1298,0,0,1058,488,225,67,563,1371,20,1,804,132,0,87,0,0,0,0,0,0,0,0,743,120,1297,58,0,0,0,57,0,122,15,0,15,0,20,15,71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,118,41,454,13,0,0,0,1355,1122,5036,16,0,0,0,421,658,379,639,193,3540,3419,217,459,251,300,442,585,479,499,213,95,214,390,208,245,451,567,512,489,236,107,431,849,459,545,893,1152,991,996,449,202,8,0,0,0,0,0,0,0,8,0,0
Residential,1,BVD,BELVEDERE,EAST,BUILT-OUT,BUILDING OUT,2019,,41,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,THO,THORNCLIFFE,NORTH,BUILT-OUT,1950s,2019,,8788,3831,669,0,0,2016,0,0,2052,564,255,117,835,2049,373,1,332,815,0,260,0,0,1,0,0,0,0,2,311,10,430,19,0,0,1,188,11,344,53,0,17,1,356,150,918,14,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,777,294,2183,38,0,0,5,1979,1551,4910,40,1,3,1,913,1336,651,616,96,4436,4326,262,521,215,200,684,731,576,659,346,242,265,489,176,201,644,694,566,571,391,329,527,1010,391,401,1339,1425,1142,1230,737,571,11,0,0,0,0,11,0,0,0,0,0
Residential,1,HUN,HUNTINGTON HILLS,NORTH,BUILT-OUT,1960s/1970s,2019,,13420,5634,1009,0,0,3077,0,0,2828,902,429,135,1331,2953,556,9,527,1203,126,258,0,0,0,0,0,2,0,0,514,96,839,13,0,0,0,187,16,368,50,0,19,2,518,178,1447,32,0,0,0,119,105,205,4,0,1,0,8,0,16,1,0,0,2,0,0,0,0,0,0,1,1134,289,2912,54,1,5,1,2888,2393,7633,45,0,4,2,1294,1951,970,991,159,6629,6743,375,806,316,395,986,982,916,866,545,442,384,736,336,329,936,980,879,934,665,564,766,1549,652,724,1930,1969,1802,1800,1210,1006,36,7,7,0,0,8,7,7,0,0,0
Residential,1,SHW,SHERWOOD,NORTH,DEVELOPING,2000s,2019,,6246,2079,556,0,0,1356,0,0,1075,237,184,95,487,1349,1,0,480,221,2,26,0,0,0,0,0,0,0,2,437,75,821,41,0,0,0,21,0,39,3,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,115,457,15,2,0,3,1313,1166,4924,20,12,0,0,276,499,370,695,135,3086,3147,207,476,208,233,516,529,473,275,117,52,206,455,237,212,521,620,438,261,140,57,413,931,445,445,1037,1149,911,536,257,109,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SAN,SANDSTONE VALLEY,NORTH,BUILT-OUT,1980s/1990s,2019,,5904,2133,318,0,0,1725,0,0,1208,421,126,42,334,1678,44,0,0,385,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,35,10,0,0,0,43,22,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,370,286,819,13,0,0,0,1654,1417,4925,19,1,2,0,297,719,480,487,98,2908,2972,124,331,137,165,348,409,349,548,346,151,128,319,146,163,296,340,430,624,341,185,252,650,283,328,644,749,779,1179,687,336,7,0,0,0,0,0,0,0,7,0,0
Residential,1,NHV,NORTH HAVEN,NORTH,BUILT-OUT,1960s/1970s,2019,,2359,1011,122,0,0,645,0,0,646,130,75,29,131,605,204,1,72,86,0,43,0,0,0,0,0,0,0,0,70,16,92,2,0,0,2,32,0,55,5,0,4,1,195,90,462,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,250,2,0,0,0,587,539,1499,12,0,1,0,228,379,161,186,10,1173,1181,67,152,55,67,173,151,133,161,107,107,62,138,37,48,160,157,129,180,124,146,129,290,92,115,333,308,262,341,231,253,0,0,0,0,0,0,0,0,0,0,0
Residential,1,COU,COUNTRY HILLS,NORTH,BUILT-OUT,1980s/1990s,2019,,3767,1435,227,0,0,1121,0,0,689,387,127,52,180,979,0,0,200,244,0,12,0,0,0,0,0,0,0,0,194,167,281,6,0,0,0,12,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,161,554,10,0,0,1,959,793,2901,18,0,0,0,291,451,261,346,44,1842,1915,86,230,127,116,222,286,295,244,156,80,107,209,104,122,215,303,316,250,183,106,193,439,231,238,437,589,611,494,339,186,0,0,0,0,0,0,0,0,0,0,0
Residential,1,KCA,KINCORA,NORTH,DEVELOPING,2000s,2019,,6889,2508,716,0,0,1775,0,0,1269,480,176,89,494,1486,82,0,743,184,0,13,0,0,0,0,0,0,0,0,573,272,1047,168,1,0,0,9,0,18,4,0,0,0,82,82,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,98,398,3,24,0,0,1472,1323,5217,11,0,1,0,355,633,451,738,114,3459,3419,294,592,193,159,529,633,517,310,180,52,246,575,167,178,570,646,488,307,179,63,540,1167,360,337,1099,1279,1005,617,359,115,0,0,0,0,0,0,0,0,0,0,0
Residential,1,MAC,MACEWAN GLEN,NORTH,BUILT-OUT,1980s/1990s,2019,,4754,1786,238,0,0,1511,0,0,1052,359,110,51,214,1515,66,0,0,185,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,37,2,0,0,0,63,41,178,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,106,377,7,0,0,0,1490,1356,4162,24,0,0,0,254,665,388,393,48,2341,2403,113,282,147,144,260,282,320,462,240,91,117,257,145,132,233,322,369,462,244,122,230,539,292,276,493,604,689,924,484,213,0,0,0,0,0,0,0,0,0,0,0
Residential,1,CHV,COUNTRY HILLS VILLAGE,NORTH,BUILT-OUT,2000s,2019,,2597,1352,83,0,0,826,0,0,664,225,100,120,243,0,0,0,961,389,0,0,0,0,0,2,0,0,0,1,913,597,1488,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,227,0,0,0,0,374,229,882,14,0,0,0,0,0,0,0,0,0,2,575,484,120,98,10,1175,1414,58,77,40,45,211,202,124,107,156,155,54,83,37,55,195,172,155,154,257,252,112,160,77,100,406,374,279,261,413,407,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,ST1,STONEY 1,NORTH,N/A,EMPLOYMENT,2019,,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,02L,02L,NORTH,N/A,OTHER,2019,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,LIV,LIVINGSTON,NORTH,DEVELOPING,BUILDING OUT,2019,,1477,838,108,0,0,474,0,0,236,78,47,19,458,564,102,0,59,109,0,4,0,0,0,0,0,0,0,0,49,44,70,10,0,0,0,4,0,12,0,0,0,0,66,49,188,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,52,119,30,21,0,0,349,329,1088,34,181,0,0,73,200,104,125,16,719,687,71,79,24,48,212,145,56,51,24,9,68,62,26,33,209,131,61,58,30,9,139,149,56,81,449,291,117,109,54,18,57,0,8,6,0,28,15,0,0,0,0
Residual Sub Area,4,02K,02K,NORTH,N/A,UNDEVELOPED,2019,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,NHU,NORTH HAVEN UPPER,NORTH,BUILT-OUT,1960s/1970s,2019,,599,246,12,0,0,225,0,0,163,42,15,7,19,245,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,225,597,4,0,0,0,52,89,49,49,0,309,286,17,27,14,15,37,33,37,69,32,28,9,30,13,12,28,34,37,65,33,25,26,57,27,27,65,67,74,134,65,53,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,SKW,SKYLINE WEST,NORTH,N/A,EMPLOYMENT,2019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,02C,02C,NORTH,N/A,UNDEVELOPED,2019,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,03W,03W,NORTH,N/A,OTHER,2019,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residual Sub Area,4,02B,02B,NORTH,N/A,UNDEVELOPED,2019,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,SGH,SAGE HILL,NORTH,DEVELOPING,BUILDING OUT,2019,,7924,3172,1089,0,0,2321,0,0,1392,538,206,105,928,1614,99,97,625,733,0,3,0,0,0,1,0,0,0,0,521,355,943,100,2,0,0,3,0,8,0,0,0,0,92,82,239,0,7,0,0,0,0,0,0,0,0,0,89,71,186,8,0,0,0,1,0,157,0,0,0,1,566,418,1270,15,151,0,5,1531,1395,5121,18,59,0,1,490,901,577,742,90,3802,4092,418,548,149,150,848,819,407,232,148,83,415,575,163,175,968,822,400,291,198,85,833,1131,312,325,1816,1650,807,523,346,168,17,0,8,0,0,0,9,0,0,0,0
Residential,1,NOL,NOLAN HILL,NORTH,DEVELOPING,BUILDING OUT,2019,,7505,2468,972,0,0,2145,0,0,1289,458,198,114,409,1784,1,0,0,677,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,651,548,1523,21,3,0,6,1708,1597,5969,11,58,0,0,247,659,494,818,144,3728,3750,395,632,247,168,751,733,484,194,105,19,377,600,209,148,804,817,437,222,107,29,772,1232,456,316,1555,1550,921,416,212,48,0,0,0,0,0,0,0,0,0,0,0
Residential,1,EVN,EVANSTON,NORTH,DEVELOPING,BUILDING OUT,2019,,17685,5686,2483,0,0,4631,0,0,2427,1265,518,324,1146,4302,363,0,68,922,0,27,0,0,0,4,0,0,0,0,68,48,117,0,0,0,1,12,0,26,12,0,1,7,325,283,1077,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,415,0,0,0,2,847,629,1954,58,15,0,9,4078,3671,14096,112,103,0,4,508,1325,1202,1992,299,8747,8841,957,1633,446,309,1497,1953,1021,506,259,166,864,1521,368,330,1725,1946,921,553,341,272,1831,3170,814,639,3242,3919,1949,1070,606,438,90,10,16,0,0,20,20,7,11,6,0
Residential,1,CAR,CARRINGTON,NORTH,DEVELOPING,BUILDING OUT,2019,,572,452,29,0,0,151,0,0,91,29,19,10,303,264,141,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,54,39,163,2,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,45,0,0,122,112,402,2,140,0,0,19,44,41,65,0,282,275,30,47,15,14,59,61,25,19,12,0,30,33,9,16,65,57,30,21,7,7,60,80,24,30,124,127,55,40,19,7,9,0,0,0,0,0,9,0,0,0,0
Residential,1,HAR,HARVEST HILLS,NORTH,BUILT-OUT,1980s/1990s,2019,,7420,2705,445,0,0,2106,0,0,1221,707,265,82,430,2118,129,0,168,252,1,36,0,0,0,1,0,0,0,0,159,106,277,6,3,0,0,30,0,53,5,0,1,0,103,95,170,3,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53,0,0,0,0,188,141,390,5,58,0,0,2082,1764,6477,18,14,0,1,384,830,560,672,114,3699,3688,169,458,270,323,399,468,644,568,269,131,171,415,225,247,394,520,685,538,322,171,340,880,495,570,800,996,1335,1106,591,302,28,0,7,0,0,7,8,6,0,0,0
Residential,1,KSH,KEYSTONE HILLS,NORTH,DEVELOPING,BUILDING OUT,2019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,COV,COVENTRY HILLS,NORTH,BUILT-OUT,2000s,2019,,17667,5595,1724,0,0,4414,0,0,2827,1151,448,133,1034,5098,185,0,0,224,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,16,162,15,0,2,0,183,121,538,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,130,477,4,0,0,3,5022,4147,16490,66,3,2,0,599,1365,1282,1885,359,8870,8664,653,1560,696,550,1260,1653,1349,719,331,99,626,1460,553,442,1299,1748,1360,691,357,128,1286,3033,1255,992,2570,3432,2748,1424,695,227,128,7,13,6,0,11,31,39,14,7,0
Residual Sub Area,4,03D,03D,NORTH,N/A,UNDEVELOPED,2019,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,BED,BEDDINGTON HEIGHTS,NORTH,BUILT-OUT,1960s/1970s,2019,,11514,4405,944,0,0,2961,0,0,2461,849,305,115,675,2599,923,7,37,639,0,200,0,0,0,0,0,0,0,0,37,19,66,0,0,0,1,151,12,268,28,0,19,4,889,545,2381,22,0,0,0,0,0,0,0,0,0,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,615,300,1631,24,0,0,5,2555,2085,7152,32,0,0,0,804,1482,872,918,177,5730,5748,357,762,281,360,860,898,716,776,485,235,345,708,255,334,856,901,722,879,522,226,702,1476,536,694,1723,1799,1438,1655,1007,461,13,0,6,0,0,7,0,0,0,0,0
Industrial,2,ABP,AURORA BUSINESS PARK,NORTH,N/A,EMPLOYMENT,2019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Residential,1,PAN,PANORAMA HILLS,NORTH,DEVELOPING,BUILDING OUT,2019,,25710,8199,2145,0,0,6094,0,0,4227,1483,614,287,1586,5419,612,95,1169,804,0,100,0,0,0,0,0,0,0,2,1092,510,2137,72,0,1,0,82,31,217,16,0,2,0,604,436,1638,8,0,0,0,0,0,0,0,0,0,0,90,31,180,5,0,0,0,0,0,0,0,0,0,1,752,366,1989,51,0,0,5,5338,4720,19549,64,1,1,0,998,1853,1606,2975,525,12722,12758,821,2225,931,773,1413,2362,2000,1254,680,263,721,2090,864,721,1597,2588,1963,1176,715,323,1542,4343,1808,1511,3021,5027,4024,2442,1395,586,219,0,28,13,17,11,77,61,12,0,0
Residential,1,HID,HIDDEN VALLEY,NORTH,BUILT-OUT,1980s/1990s,2019,,11566,3880,762,0,0,3357,0,0,2247,774,291,125,443,3441,132,0,0,274,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,43,3,0,4,0,130,96,294,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,202,581,5,0,0,1,3407,3059,10648,30,1,1,0,445,1149,833,1240,165,5846,5678,295,837,538,416,625,769,1041,810,397,118,277,730,455,346,596,864,1139,763,364,144,572,1573,999,768,1221,1633,2189,1573,761,262,27,0,6,6,6,0,0,9,0,0,0
Residential,1,CNS,CORNERSTONE,NORTHEAST,DEVELOPING,2000s,2019,,2648,1285,199,0,0,708,0,0,262,42,14,27,940,595,264,69,219,128,0,10,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,10,0,28,0,0,0,0,171,158,525,4,89,0,0,0,0,0,0,0,0,0,63,60,183,5,1,0,0,0,0,0,0,0,0,0,91,88,266,1,36,0,0,416,402,1646,3,175,0,0,13,226,154,272,85,1409,1225,136,201,63,74,275,339,137,122,54,8,81,131,65,51,332,254,124,123,64,0,217,332,128,125,607,593,261,245,118,8,0,0,0,0,0,0,0,0,0,0,0
Residential,1,TEM,TEMPLE,NORTHEAST,BUILT-OUT,1960s/1970s,2019,,10977,3733,908,0,0,2460,0,0,1932,610,229,234,727,2304,609,1,117,424,0,277,0,0,1,0,0,0,0,0,104,19,254,13,0,0,0,199,10,402,48,0,24,0,570,360,1725,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,392,244,1143,27,0,0,10,2237,1827,7452,42,3,0,1,449,1078,708,961,305,5597,5357,353,813,354,369,817,870,683,712,473,153,320,767,332,333,799,857,620,702,468,159,673,1580,686,702,1616,1727,1303,1414,941,312,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,ST2,STONEY 2,NORTHEAST,N/A,EMPLOYMENT,2019,,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,WES,WESTWINDS,NORTHEAST,N/A,EMPLOYMENT,2019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Industrial,2,DBC,DEERFOOT BUSINESS CENTRE,NORTHEAST,N/A,EMPLOYMENT,2019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
